post_id,fecha_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,jornada,jornada_etiqueta,resultado,rival,condicion,alcance,impresiones,likes,comentarios,compartidos,guardados,interacciones,comentarios_positivos,comentarios_negativos,comentarios_neutros,atipico
P01167,20250201,2025-02-01,Facebook,Resumen,Imagen,1,22.0,J22,Derrota,AD Peñalta,Local,14266.0,19939.0,233.0,16,24,0.0,273.0,4,4,8,False
P01168,20250201,2025-02-01,Facebook,Entrenamiento,Vídeo largo,1,22.0,J22,Derrota,AD Peñalta,Local,35515.0,46353.0,189.0,8,12,15.0,224.0,1,2,5,False
P01169,20250201,2025-02-01,Facebook,Directo,Imagen,1,22.0,J22,Derrota,AD Peñalta,Local,15347.0,23033.0,150.0,14,14,0.0,178.0,3,5,6,False
P01170,20250201,2025-02-01,TikTok,Resumen,Vídeo corto,1,22.0,J22,Derrota,AD Peñalta,Local,21072.0,32065.0,2097.0,175,217,66.0,2555.0,63,56,56,False
P01171,20250201,2025-02-01,TikTok,Afición,Vídeo corto,1,22.0,J22,Derrota,AD Peñalta,Local,8966.0,14183.0,564.0,27,38,51.0,680.0,7,11,9,False
P01172,20250201,2025-02-01,YouTube,Afición,Vídeo corto,1,22.0,J22,Derrota,AD Peñalta,Local,7584.0,9892.0,263.0,16,13,31.0,323.0,4,7,5,False
P01173,20250201,2025-02-01,YouTube,Efeméride,Vídeo largo,1,22.0,J22,Derrota,AD Peñalta,Local,5450.0,6524.0,96.0,6,6,14.0,122.0,2,1,3,False
P01174,20250202,2025-02-02,X,Entrenamiento,Vídeo corto,0,,,,,,13708.0,17175.0,172.0,13,9,15.0,209.0,4,3,6,False
P01175,20250202,2025-02-02,X,Resumen,Imagen,0,,,,,,25298.0,29370.0,504.0,31,50,9.0,594.0,16,5,10,False
P01176,20250202,2025-02-02,Facebook,Entrenamiento,Carrusel,0,,,,,,19161.0,30388.0,232.0,16,19,15.0,282.0,6,5,5,False
P01177,20250202,2025-02-02,Facebook,Fichajes,Imagen,0,,,,,,10328.0,13222.0,148.0,9,11,5.0,173.0,5,1,3,False
P01178,20250202,2025-02-02,Facebook,Entrenamiento,Carrusel,0,,,,,,7834.0,9110.0,52.0,2,3,9.0,66.0,1,0,1,False
P01179,20250203,2025-02-03,Instagram,Entrenamiento,Vídeo corto,0,,,,,,40356.0,65006.0,2493.0,192,124,108.0,2917.0,108,51,33,False
P01180,20250203,2025-02-03,YouTube,Entrenamiento,Vídeo largo,0,,,,,,2770.0,4165.0,64.0,5,4,3.0,76.0,2,0,3,False
P01181,20250203,2025-02-03,YouTube,Afición,Vídeo largo,0,,,,,,5983.0,9010.0,125.0,11,12,10.0,158.0,6,2,3,False
P01182,20250204,2025-02-04,X,Patrocinador,Texto,0,,,,,,18532.0,29090.0,87.0,6,4,6.0,103.0,2,1,3,False
P01183,20250204,2025-02-04,Facebook,Efeméride,Vídeo corto,0,,,,,,25445.0,29801.0,588.0,30,29,50.0,697.0,18,7,5,False
P01184,20250204,2025-02-04,Facebook,Efeméride,Texto,0,,,,,,14749.0,21577.0,90.0,8,8,7.0,113.0,4,1,3,False
P01185,20250204,2025-02-04,Facebook,Entrenamiento,Carrusel,0,,,,,,10963.0,12707.0,73.0,6,7,7.0,93.0,3,1,2,False
P01186,20250204,2025-02-04,TikTok,Fichajes,Vídeo corto,0,,,,,,6351.0,8548.0,692.0,66,62,31.0,851.0,37,14,15,False
P01187,20250204,2025-02-04,TikTok,Fichajes,Vídeo corto,0,,,,,,19535.0,27707.0,3103.0,177,259,339.0,3878.0,93,40,44,False
P01188,20250205,2025-02-05,Instagram,Cantera,Carrusel,0,,,,,,42540.0,56982.0,1477.0,78,123,81.0,1759.0,44,20,14,False
P01189,20250205,2025-02-05,Instagram,Resumen,Vídeo corto,0,,,,,,36136.0,40537.0,4611.0,431,367,89.0,5498.0,254,101,76,False
P01190,20250205,2025-02-05,Instagram,Institucional,Carrusel,0,,,,,,34226.0,53000.0,742.0,52,46,29.0,869.0,27,15,10,False
P01191,20250205,2025-02-05,Instagram,Entrenamiento,Imagen,0,,,,,,21196.0,29111.0,505.0,45,44,0.0,594.0,25,8,12,False
P01192,20250205,2025-02-05,X,Fichajes,Texto,0,,,,,,48412.0,67472.0,848.0,49,56,43.0,996.0,25,8,16,False
P01193,20250205,2025-02-05,Facebook,Efeméride,Imagen,0,,,,,,11611.0,18820.0,136.0,6,9,13.0,164.0,3,1,2,False
P01194,20250205,2025-02-05,Facebook,Entrenamiento,Vídeo corto,0,,,,,,24223.0,35970.0,251.0,16,13,17.0,297.0,9,2,5,False
P01195,20250205,2025-02-05,Facebook,Institucional,Vídeo corto,0,,,,,,21471.0,34341.0,142.0,9,14,2.0,167.0,4,2,3,False
P01196,20250205,2025-02-05,YouTube,Institucional,Vídeo largo,0,,,,,,3968.0,6512.0,46.0,4,4,3.0,57.0,2,1,1,False
P01197,20250206,2025-02-06,X,Efeméride,Vídeo corto,0,,,,,,29290.0,34950.0,705.0,53,69,0.0,827.0,25,10,18,False
P01198,20250206,2025-02-06,X,Afición,Vídeo corto,0,,,,,,9610.0,13920.0,247.0,13,20,17.0,297.0,6,3,4,False
P01199,20250206,2025-02-06,Facebook,Cantera,Texto,0,,,,,,14117.0,19995.0,95.0,5,9,9.0,118.0,2,1,2,False
P01200,20250206,2025-02-06,Facebook,Fichajes,Vídeo corto,0,,,,,,10072.0,15174.0,199.0,17,13,4.0,233.0,8,3,6,False
P01201,20250206,2025-02-06,YouTube,Directo,Vídeo largo,0,,,,,,11598.0,17956.0,415.0,36,26,28.0,505.0,15,12,9,False
P01202,20250207,2025-02-07,Instagram,Afición,Carrusel,0,,,,,,30218.0,35138.0,1554.0,89,152,80.0,1875.0,50,23,16,False
P01203,20250207,2025-02-07,X,Resumen,Imagen,0,,,,,,13162.0,16661.0,167.0,13,12,9.0,201.0,8,2,3,False
P01204,20250207,2025-02-07,X,Resumen,Vídeo corto,0,,,,,,30723.0,44157.0,830.0,43,79,21.5,973.5,21,12,10,False
P01205,20250207,2025-02-07,Facebook,Entrenamiento,Vídeo corto,0,,,,,,36080.0,56150.0,398.0,22,40,49.0,509.0,11,4,7,False
P01206,20250207,2025-02-07,TikTok,Resumen,Vídeo corto,0,,,,,,7494.0,11808.0,664.0,39,43,32.0,778.0,17,13,9,False
P01207,20250207,2025-02-07,TikTok,Entrenamiento,Vídeo corto,0,,,,,,8931.0,10734.0,592.0,28,36,43.0,699.0,17,5,6,False
P01208,20250208,2025-02-08,X,Efeméride,Texto,0,,,,,,28709.0,44783.0,243.0,20,23,0.0,286.0,11,3,6,False
P01209,20250208,2025-02-08,X,Afición,Imagen,0,,,,,,26658.0,35918.0,355.0,32,31,23.0,441.0,17,8,7,False
P01210,20250208,2025-02-08,Facebook,Entrenamiento,Carrusel,0,,,,,,19594.0,22027.0,180.0,10,18,8.0,216.0,6,1,3,False
P01211,20250209,2025-02-09,Instagram,Cantera,Vídeo corto,0,,,,,,37830.0,51466.0,861.0,79,73,89.0,1102.0,46,14,19,False
P01212,20250209,2025-02-09,Instagram,Resumen,Carrusel,0,,,,,,23091.0,33215.0,1026.0,76,75,67.0,1244.0,38,23,15,False
P01213,20250209,2025-02-09,Instagram,Entrenamiento,Vídeo largo,0,,,,,,38384.0,48025.0,1258.0,69,111,56.0,1494.0,35,17,17,False
P01214,20250209,2025-02-09,Instagram,Entrenamiento,Carrusel,0,,,,,,43664.0,57924.0,1861.0,97,151,84.0,2193.0,37,34,26,False
P01215,20250209,2025-02-09,X,Institucional,Texto,0,,,,,,29906.0,40354.0,160.0,12,10,22.0,204.0,7,2,3,False
P01216,20250209,2025-02-09,X,Directo,Vídeo largo,0,,,,,,33710.0,54501.0,504.0,25,44,66.0,639.0,14,6,5,False
P01217,20250209,2025-02-09,Facebook,Fichajes,Vídeo corto,0,,,,,,9875.0,15866.0,532.0,29,48,11.0,620.0,15,6,8,True
P01218,20250210,2025-02-10,Facebook,Institucional,Vídeo largo,0,,,,,,15972.0,20353.0,59.0,4,5,1.0,69.0,1,1,2,False
P01219,20250210,2025-02-10,Facebook,Efeméride,Imagen,0,,,,,,17415.0,21170.0,117.0,6,11,8.0,142.0,3,1,2,False
P01220,20250210,2025-02-10,TikTok,Fichajes,Vídeo corto,0,,,,,,4922.0,6116.0,604.0,32,38,92.0,766.0,16,6,10,False
P01221,20250211,2025-02-11,Instagram,Afición,Vídeo corto,0,,,,,,40145.0,51179.0,3808.0,311,193,411.0,4723.0,148,76,87,False
P01222,20250212,2025-02-12,Facebook,Fichajes,Vídeo corto,0,,,,,,13072.0,18521.0,256.0,14,15,37.0,322.0,7,3,4,False
P01223,20250213,2025-02-13,Instagram,Afición,Imagen,0,,,,,,19530.0,32011.0,570.0,53,65,42.0,730.0,26,10,17,False
P01224,20250213,2025-02-13,Instagram,Resumen,Texto,0,,,,,,15439.0,22272.0,806.0,40,55,41.0,942.0,21,9,10,False
P01225,20250213,2025-02-13,Instagram,Afición,Vídeo corto,0,,,,,,33362.0,55031.0,1435.0,133,143,75.0,1786.0,73,34,26,False
P01226,20250213,2025-02-13,X,Afición,Texto,0,,,,,,15326.0,23845.0,88.0,5,8,7.0,108.0,2,0,3,False
P01227,20250213,2025-02-13,X,Afición,Imagen,0,,,,,,11822.0,19278.0,209.0,14,20,9.0,252.0,7,2,5,False
P01228,20250213,2025-02-13,Facebook,Cantera,Texto,0,,,,,,13896.0,19293.0,71.0,4,5,10.0,90.0,2,0,2,False
P01229,20250213,2025-02-13,YouTube,Afición,Vídeo largo,0,,,,,,12787.0,20642.0,313.0,23,19,31.0,386.0,10,7,6,False
P01230,20250213,2025-02-13,YouTube,Previa,Vídeo corto,0,,,,,,4543.0,5693.0,129.0,6,8,11.0,154.0,3,1,2,False
P01231,20250214,2025-02-14,Instagram,Entrenamiento,Vídeo largo,0,,,,,,15673.0,19032.0,408.0,30,24,41.0,503.0,19,4,7,False
P01232,20250214,2025-02-14,Instagram,Directo,Carrusel,0,,,,,,15403.0,23114.0,503.0,27,40,44.0,614.0,15,5,7,False
P01233,20250214,2025-02-14,X,Entrenamiento,Texto,0,,,,,,18409.0,24296.0,212.0,14,21,0.0,247.0,8,2,4,False
P01234,20250215,2025-02-15,Instagram,Previa,Carrusel,1,23.0,J23,Derrota,Real Villalba CF,Local,10933.0,17813.0,420.0,22,43,79.5,564.5,5,10,7,False
P01235,20250215,2025-02-15,X,Resumen,Vídeo corto,1,23.0,J23,Derrota,Real Villalba CF,Local,17800.0,20681.0,355.0,21,21,52.0,449.0,3,7,11,False
P01236,20250215,2025-02-15,X,Previa,Texto,1,23.0,J23,Derrota,Real Villalba CF,Local,11854.0,19345.0,89.0,8,5,11.0,113.0,2,2,4,False
P01237,20250215,2025-02-15,X,Directo,Carrusel,1,23.0,J23,Derrota,Real Villalba CF,Local,17543.0,28097.0,308.0,25,32,14.0,379.0,5,9,11,False
P01238,20250215,2025-02-15,Facebook,Previa,Vídeo corto,1,23.0,J23,Derrota,Real Villalba CF,Local,16676.0,27491.0,147.0,14,15,7.0,183.0,3,6,5,False
P01239,20250215,2025-02-15,Facebook,Resumen,Vídeo corto,1,23.0,J23,Derrota,Real Villalba CF,Local,13812.0,21283.0,149.0,8,12,9.0,178.0,2,1,5,False
P01240,20250215,2025-02-15,Facebook,Resumen,Vídeo largo,1,23.0,J23,Derrota,Real Villalba CF,Local,24298.0,35189.0,234.0,20,25,2.0,281.0,4,7,9,False
P01241,20250215,2025-02-15,Facebook,Directo,Imagen,1,23.0,J23,Derrota,Real Villalba CF,Local,23689.0,37854.0,240.0,19,14,24.0,297.0,4,6,9,False
P01242,20250215,2025-02-15,Facebook,Afición,Vídeo corto,1,23.0,J23,Derrota,Real Villalba CF,Local,16977.0,24177.0,269.0,21,19,17.0,326.0,7,8,6,False
P01243,20250215,2025-02-15,Facebook,Directo,Imagen,1,23.0,J23,Derrota,Real Villalba CF,Local,11922.0,19359.0,105.0,9,11,5.0,130.0,2,3,4,False
P01244,20250215,2025-02-15,Facebook,Cantera,Carrusel,1,23.0,J23,Derrota,Real Villalba CF,Local,15715.5,21428.0,62.0,5,4,4.0,75.0,0,2,3,False
P01245,20250215,2025-02-15,TikTok,Efeméride,Vídeo corto,1,23.0,J23,Derrota,Real Villalba CF,Local,20544.0,32841.0,699.0,36,61,42.0,838.0,9,14,13,False
P01246,20250215,2025-02-15,YouTube,Previa,Vídeo corto,1,23.0,J23,Derrota,Real Villalba CF,Local,13844.0,20917.0,277.0,27,23,19.0,346.0,6,9,12,False
P01247,20250215,2025-02-15,YouTube,Resumen,Vídeo corto,1,23.0,J23,Derrota,Real Villalba CF,Local,5724.0,8295.0,197.0,16,13,17.0,243.0,6,5,5,False
P01248,20250216,2025-02-16,Instagram,Entrenamiento,Imagen,0,,,,,,24270.0,36432.0,521.0,29,36,69.0,655.0,15,4,10,False
P01249,20250216,2025-02-16,Instagram,Patrocinador,Imagen,0,,,,,,33504.0,43300.0,600.0,32,44,27.0,703.0,18,5,9,False
P01250,20250216,2025-02-16,Instagram,Institucional,Imagen,0,,,,,,37514.0,47815.0,1123.0,75,107,20.0,1325.0,37,22,16,False
P01251,20250216,2025-02-16,Facebook,Entrenamiento,Vídeo corto,0,,,,,,21807.0,26956.0,258.0,13,15,25.0,311.0,7,2,4,False
P01252,20250216,2025-02-16,Facebook,Institucional,Vídeo corto,0,,,,,,19306.0,23059.0,203.0,12,18,27.0,260.0,6,3,3,False
P01253,20250216,2025-02-16,YouTube,Resumen,Vídeo largo,0,,,,,,3251.0,5155.0,149.0,12,15,13.0,189.0,7,1,4,False
P01254,20250217,2025-02-17,Instagram,Cantera,Imagen,0,,,,,,26194.0,42379.0,799.0,53,81,14.0,947.0,29,14,10,False
P01255,20250217,2025-02-17,X,Fichajes,Texto,0,,,,,,21503.5,25015.0,145.0,13,11,16.0,185.0,6,3,4,False
P01256,20250217,2025-02-17,Facebook,Previa,Imagen,0,,,,,,27017.0,36109.0,279.0,26,26,0.0,331.0,15,4,7,False
P01257,20250217,2025-02-17,Facebook,Entrenamiento,Imagen,0,,,,,,8692.0,12310.0,54.0,2,4,4.0,64.0,1,0,1,False
P01258,20250217,2025-02-17,TikTok,Afición,Vídeo corto,0,,,,,,10621.0,14280.0,1526.0,87,82,193.0,1888.0,41,17,29,False
P01259,20250217,2025-02-17,YouTube,Entrenamiento,Vídeo largo,0,,,,,,5253.0,8192.0,110.0,6,11,12.0,139.0,2,2,2,False
P01260,20250218,2025-02-18,Instagram,Patrocinador,Imagen,0,,,,,,29468.0,39475.0,1007.0,86,79,92.0,1264.0,55,16,15,False
P01261,20250218,2025-02-18,Instagram,Fichajes,Imagen,0,,,,,,37011.0,44971.0,2046.0,112,118,178.0,2454.0,67,24,21,False
P01262,20250218,2025-02-18,Facebook,Afición,Vídeo corto,0,,,,,,23120.0,29286.0,297.0,16,25,26.0,364.0,7,3,6,False
P01263,20250218,2025-02-18,YouTube,Cantera,Vídeo largo,0,,,,,,4739.0,6125.0,45.0,2,2,4.0,53.0,1,0,1,False
P01264,20250219,2025-02-19,Instagram,Entrenamiento,Texto,0,,,,,,33667.0,48734.0,652.0,35,51,80.0,818.0,19,8,8,False
P01265,20250219,2025-02-19,X,Entrenamiento,Texto,0,,,,,,14969.0,16946.0,101.0,9,6,9.0,125.0,5,2,2,False
P01266,20250219,2025-02-19,Facebook,Entrenamiento,Carrusel,0,,,,,,8728.0,11837.0,103.0,7,7,9.0,126.0,3,1,3,False
P01267,20250219,2025-02-19,Facebook,Cantera,Vídeo corto,0,,,,,,23523.0,33041.0,309.0,19,28,26.0,382.0,9,3,7,False
P01268,20250219,2025-02-19,Facebook,Patrocinador,Vídeo corto,0,,,,,,16923.0,22037.0,103.0,6,6,18.0,133.0,3,0,3,False
P01269,20250220,2025-02-20,Instagram,Entrenamiento,Vídeo corto,0,,,,,,29655.0,48041.0,1345.0,66,71,130.0,1612.0,32,18,16,False
P01270,20250220,2025-02-20,X,Entrenamiento,Vídeo corto,0,,,,,,12809.0,17055.0,254.0,14,21,18.0,307.0,6,3,5,False
P01271,20250220,2025-02-20,Facebook,Fichajes,Carrusel,0,,,,,,26969.0,34859.0,341.0,25,27,6.0,399.0,13,6,6,False
P01272,20250220,2025-02-20,TikTok,Entrenamiento,Vídeo corto,0,,,,,,12402.0,14553.0,1000.0,87,52,102.0,1241.0,51,14,22,False
P01273,20250220,2025-02-20,YouTube,Entrenamiento,Vídeo corto,0,,,,,,4497.0,5801.0,154.0,14,14,5.0,187.0,8,3,3,False
P01274,20250220,2025-02-20,YouTube,Afición,Vídeo largo,0,,,,,,9911.0,13018.0,308.0,17,24,13.0,362.0,8,2,7,False
P01275,20250221,2025-02-21,Instagram,Cantera,Carrusel,0,,,,,,23010.0,27053.0,1162.0,87,87,29.0,1365.0,50,19,18,False
P01276,20250221,2025-02-21,YouTube,Entrenamiento,Vídeo corto,0,,,,,,6173.0,9567.0,123.0,8,11,1.0,143.0,4,1,3,False
P01277,20250221,2025-02-21,YouTube,Patrocinador,Vídeo largo,0,,,,,,2098.0,2456.0,19.0,1,1,3.0,24.0,0,0,1,False
P01278,20250222,2025-02-22,Instagram,Patrocinador,Vídeo corto,1,24.0,J24,Victoria,Club Arenal,Local,24897.0,38068.0,978.0,97,79,83.0,1237.0,60,21,16,False
P01279,20250222,2025-02-22,Instagram,Previa,Vídeo corto,1,24.0,J24,Victoria,Club Arenal,Local,67934.0,96454.0,2199.0,130,143,178.0,2650.0,78,23,29,False
P01280,20250222,2025-02-22,Instagram,Directo,Imagen,1,24.0,J24,Victoria,Club Arenal,Local,25373.0,36124.0,1439.0,108,118,9.0,1674.0,59,25,24,False
P01281,20250222,2025-02-22,Instagram,Afición,Vídeo corto,1,24.0,J24,Victoria,Club Arenal,Local,42222.0,56928.0,1255.0,188,180,206.0,1829.0,120,42,26,False
P01282,20250222,2025-02-22,Facebook,Directo,Texto,1,24.0,J24,Victoria,Club Arenal,Local,21884.0,32340.0,252.0,18,22,22.0,314.0,11,3,4,False
P01283,20250222,2025-02-22,Facebook,Directo,Vídeo largo,1,24.0,J24,Victoria,Club Arenal,Local,11867.0,14860.0,106.0,9,10,0.0,125.0,4,2,3,False
P01284,20250222,2025-02-22,Facebook,Resumen,Carrusel,1,24.0,J24,Victoria,Club Arenal,Local,16115.0,22985.0,383.0,21,39,18.0,461.0,14,2,5,False
P01285,20250222,2025-02-22,Facebook,Patrocinador,Vídeo corto,1,24.0,J24,Victoria,Club Arenal,Local,46910.0,61938.0,304.0,30,22,25.0,381.0,22,3,5,False
P01286,20250222,2025-02-22,Facebook,Afición,Imagen,1,24.0,J24,Victoria,Club Arenal,Local,16877.0,24181.0,236.0,12,12,30.0,290.0,7,1,4,False
P01287,20250222,2025-02-22,TikTok,Fichajes,Vídeo corto,1,24.0,J24,Victoria,Club Arenal,Local,16038.0,25021.0,3176.0,287,283,16.0,3762.0,168,69,50,False
P01288,20250222,2025-02-22,TikTok,Fichajes,Vídeo corto,1,24.0,J24,Victoria,Club Arenal,Local,14581.0,22175.0,2375.0,181,200,22.0,2778.0,114,32,35,False
P01289,20250222,2025-02-22,YouTube,Resumen,Vídeo largo,1,24.0,J24,Victoria,Club Arenal,Local,4184.0,5652.0,134.0,8,13,7.0,162.0,4,1,3,False
P01290,20250222,2025-02-22,YouTube,Previa,Vídeo corto,1,24.0,J24,Victoria,Club Arenal,Local,6530.0,9350.0,284.0,14,20,36.0,354.0,8,1,5,False
P01291,20250223,2025-02-23,Instagram,Directo,Imagen,0,,,,,,20087.0,23713.0,788.0,63,38,28.0,917.0,29,18,16,False
P01292,20250223,2025-02-23,X,Cantera,Vídeo corto,0,,,,,,20392.0,29967.0,213.0,11,16,29.0,269.0,5,2,4,False
P01293,20250223,2025-02-23,TikTok,Previa,Vídeo corto,0,,,,,,16285.0,20012.0,1298.0,116,72,164.0,1650.0,74,21,21,False
P01294,20250223,2025-02-23,YouTube,Entrenamiento,Vídeo largo,0,,,,,,4679.0,7711.0,49.0,4,3,4.0,60.0,2,0,2,False
P01295,20250223,2025-02-23,YouTube,Fichajes,Vídeo corto,0,,,,,,3258.0,5260.0,208.0,18,10,6.0,242.0,10,4,4,False
P01296,20250224,2025-02-24,Instagram,Fichajes,Vídeo corto,0,,,,,,19343.0,26906.0,1809.0,99,191,125.0,2224.0,54,15,30,False
P01297,20250224,2025-02-24,Instagram,Entrenamiento,Carrusel,0,,,,,,74233.0,121650.0,2239.0,181,220,0.0,2640.0,100,43,38,False
P01298,20250224,2025-02-24,X,Patrocinador,Imagen,0,,,,,,30662.0,47451.0,220.0,21,23,13.0,277.0,12,3,6,False
P01299,20250224,2025-02-24,TikTok,Entrenamiento,Vídeo corto,0,,,,,,16894.0,25623.0,1058.0,60,62,138.0,1318.0,27,18,15,False
P01300,20250224,2025-02-24,YouTube,Efeméride,Vídeo largo,0,,,,,,5873.0,8307.0,176.0,12,15,8.0,211.0,5,3,4,False
P01301,20250225,2025-02-25,X,Efeméride,Vídeo corto,0,,,,,,17335.0,25562.0,206.0,15,12,30.0,263.0,7,3,5,False
P01302,20250225,2025-02-25,X,Entrenamiento,Vídeo corto,0,,,,,,15230.0,23863.0,294.0,18,32,31.0,375.0,10,3,5,False
P01303,20250225,2025-02-25,Facebook,Cantera,Carrusel,0,,,,,,15705.0,18528.0,162.0,8,13,11.0,194.0,4,1,3,False
P01304,20250225,2025-02-25,Facebook,Efeméride,Vídeo corto,0,,,,,,17016.0,26865.0,218.0,13,23,9.5,263.5,7,3,3,False
P01305,20250226,2025-02-26,X,Efeméride,Imagen,0,,,,,,25617.0,29165.0,386.0,32,19,36.0,473.0,16,8,8,False
P01306,20250226,2025-02-26,X,Institucional,Imagen,0,,,,,,9281.0,15312.0,63.0,3,4,4.0,74.0,1,0,2,False
P01307,20250226,2025-02-26,X,Afición,Imagen,0,,,,,,31262.0,36877.0,466.0,33,27,31.0,557.0,17,8,8,False
P01308,20250226,2025-02-26,Facebook,Institucional,Carrusel,0,,,,,,16598.0,27286.0,143.0,8,11,21.0,183.0,3,1,4,False
P01309,20250226,2025-02-26,TikTok,Institucional,Vídeo corto,0,,,,,,9711.0,14472.0,594.0,29,57,47.0,727.0,12,9,8,False
P01310,20250226,2025-02-26,TikTok,Afición,Vídeo corto,0,,,,,,8681.0,13803.0,911.0,59,82,28.0,1080.0,31,15,13,False
P01311,20250226,2025-02-26,YouTube,Previa,Vídeo largo,0,,,,,,4199.0,5691.0,70.0,4,7,6.0,87.0,2,0,2,False
P01312,20250227,2025-02-27,Instagram,Entrenamiento,Vídeo corto,0,,,,,,43643.0,56126.0,2887.0,214,240,307.0,3648.0,110,49,55,False
P01313,20250227,2025-02-27,Instagram,Efeméride,Imagen,0,,,,,,27202.0,40909.0,1123.0,93,85,17.0,1318.0,51,26,16,False
P01314,20250227,2025-02-27,X,Entrenamiento,Imagen,0,,,,,,42490.0,49903.0,590.0,48,48,67.0,753.0,28,9,11,False
P01315,20250227,2025-02-27,Facebook,Patrocinador,Imagen,0,,,,,,33006.0,37490.0,170.0,9,11,7.0,197.0,5,2,2,False
P01316,20250227,2025-02-27,Facebook,Fichajes,Vídeo corto,0,,,,,,6724.0,9678.0,300.0,18,30,15.0,363.0,9,2,7,True
P01317,20250227,2025-02-27,YouTube,Fichajes,Vídeo largo,0,,,,,,8901.0,12879.0,564.0,38,34,30.0,666.0,20,10,8,False
P01318,20250228,2025-02-28,Instagram,Institucional,Imagen,0,,,,,,37858.0,53895.0,673.0,42,59,12.0,786.0,19,14,9,False
P01319,20250228,2025-02-28,Instagram,Entrenamiento,Carrusel,0,,,,,,6134.0,8593.0,189.0,13,16,8.0,226.0,7,3,3,False
P01320,20250228,2025-02-28,Instagram,Directo,Carrusel,0,,,,,,42575.0,57140.0,2165.0,168,181,111.0,2625.0,82,37,49,False
P01321,20250228,2025-02-28,X,Fichajes,Texto,0,,,,,,20423.0,32276.0,280.0,23,29,0.0,332.0,11,5,7,False
P01322,20250228,2025-02-28,X,Afición,Vídeo largo,0,,,,,,38102.0,53055.0,557.0,54,52,42.0,705.0,27,12,15,False
P01323,20250228,2025-02-28,X,Entrenamiento,Texto,0,,,,,,47213.0,54026.0,373.0,22,37,23.0,455.0,11,4,7,False
P01324,20250228,2025-02-28,X,Entrenamiento,Texto,0,,,,,,17303.0,20668.0,196.0,10,18,11.0,235.0,4,2,4,False
P01325,20250228,2025-02-28,X,Institucional,Texto,0,,,,,,22847.0,28177.0,92.0,7,9,10.0,118.0,3,1,3,False
P01326,20250228,2025-02-28,Facebook,Cantera,Texto,0,,,,,,36458.0,50165.0,198.0,10,18,9.0,235.0,4,3,3,False
P01327,20250228,2025-02-28,TikTok,Patrocinador,Vídeo corto,0,,,,,,12414.0,14231.0,275.0,24,26,21.0,346.0,14,3,7,False
P01328,20250228,2025-02-28,YouTube,Afición,Vídeo largo,0,,,,,,7744.0,10530.0,188.0,13,11,27.0,239.0,7,2,4,False
P01329,20250301,2025-03-01,Instagram,Resumen,Carrusel,1,25.0,J25,Victoria,AD Genil,Visitante,40614.0,66567.0,2330.0,132,162,356.0,2980.0,83,18,31,False
P01330,20250301,2025-03-01,Instagram,Resumen,Imagen,1,25.0,J25,Victoria,AD Genil,Visitante,48571.0,58467.0,4277.0,329,435,426.0,5467.0,207,48,74,False
P01331,20250301,2025-03-01,Instagram,Directo,Imagen,1,25.0,J25,Victoria,AD Genil,Visitante,27668.0,34352.0,2093.0,107,179,131.0,2510.0,63,24,20,False
P01332,20250301,2025-03-01,X,Directo,Vídeo largo,1,25.0,J25,Victoria,AD Genil,Visitante,32086.0,52538.0,527.0,30,41,33.0,631.0,18,4,8,False
P01333,20250301,2025-03-01,X,Entrenamiento,Texto,1,25.0,J25,Victoria,AD Genil,Visitante,18408.0,28269.0,75.0,7,4,8.0,94.0,4,1,2,False
P01334,20250301,2025-03-01,Facebook,Resumen,Imagen,1,25.0,J25,Victoria,AD Genil,Visitante,27952.0,42999.0,345.0,20,35,26.0,426.0,13,2,5,False
P01335,20250301,2025-03-01,Facebook,Efeméride,Vídeo largo,1,25.0,J25,Victoria,AD Genil,Visitante,11204.0,12635.0,76.0,4,7,9.0,96.0,2,1,1,False
P01336,20250301,2025-03-01,Facebook,Efeméride,Carrusel,1,25.0,J25,Victoria,AD Genil,Visitante,22555.0,30506.0,238.0,17,14,29.0,298.0,11,3,3,False
P01337,20250301,2025-03-01,Facebook,Directo,Carrusel,1,25.0,J25,Victoria,AD Genil,Visitante,20849.0,32368.0,267.0,19,21,26.0,333.0,10,5,4,False
P01338,20250301,2025-03-01,Facebook,Directo,Vídeo corto,1,25.0,J25,Victoria,AD Genil,Visitante,17445.5,57005.0,980.0,72,62,130.0,1244.0,43,17,12,True
P01339,20250301,2025-03-01,Facebook,Previa,Imagen,1,25.0,J25,Victoria,AD Genil,Visitante,15574.0,22145.0,130.0,8,11,17.0,166.0,4,1,3,False
P01340,20250301,2025-03-01,TikTok,Previa,Vídeo corto,1,25.0,J25,Victoria,AD Genil,Visitante,12690.0,18608.0,1705.0,128,105,125.0,2063.0,74,34,20,False
P01341,20250301,2025-03-01,YouTube,Directo,Vídeo largo,1,25.0,J25,Victoria,AD Genil,Visitante,13839.0,22403.0,382.0,36,19,44.0,481.0,20,8,8,False
P01342,20250302,2025-03-02,Instagram,Entrenamiento,Carrusel,0,,,,,,50716.0,66607.0,1413.0,112,120,118.0,1763.0,62,25,25,False
P01343,20250302,2025-03-02,Instagram,Resumen,Imagen,0,,,,,,34057.0,54798.0,1945.0,145,114,122.0,2326.0,87,23,35,False
P01344,20250302,2025-03-02,X,Directo,Imagen,0,,,,,,9517.0,12843.0,157.0,14,13,9.0,193.0,9,2,3,False
